"id","timestamp","temperature","humidity","light","pm2_5","frc","current_speed","free_flow_speed","current_travel_time","free_flow_travel_time","confidence"
"308","2025-04-05 02:08:16","30","74","84.57","11","FRC2","66","66","430","430","1"
"309","2025-04-05 02:13:16","30","74","84.64","11","FRC2","66","66","430","430","1"
"310","2025-04-05 02:18:16","30","74","84.57","11","FRC2","66","66","430","430","1"
"311","2025-04-05 02:22:23","30","74","86.2","11","FRC2","66","66","430","430","1"
"312","2025-04-05 02:27:23","30","74","86.48","10","FRC2","66","66","430","430","1"
"313","2025-04-05 02:32:23","30","74","85.7","10","FRC2","66","66","430","430","1"
"314","2025-04-05 02:37:24","30","74","85.49","11","FRC2","66","66","430","430","1"
"315","2025-04-05 02:42:24","30","74","85.49","11","FRC2","66","66","430","430","1"
"316","2025-04-05 02:47:24","30","74","85.7","11","FRC2","66","66","430","430","1"
"317","2025-04-05 02:52:25","30","74","85.7","11","FRC2","66","66","430","430","1"
"318","2025-04-05 02:57:25","30","74","85.49","11","FRC2","66","66","430","430","1"
"319","2025-04-05 03:02:14","30","74","92.45","8","FRC2","66","66","430","430","1"
"320","2025-04-05 03:07:14","30","75","92.31","8","FRC2","66","66","430","430","1"
"321","2025-04-05 08:45:25","27","86","922.49","24","FRC2","66","66","430","430","1"
"322","2025-04-05 08:50:25","28","85","859.24","25","FRC2","66","66","430","430","1"
